name,repository,pkg_mng
argon2,github.com/thibaultcha/lua-argon2,luarocks
argon2-ffi,github.com/thibaultcha/lua-argon2-ffi,luarocks
argparse,https://github.com/luarocks/argparse,luarocks
argv,https://github.com/mah0x211/lua-argv,luarocks
ArluqTools,https://git@github.com/ZtModArchive/ArluqTools,luarocks
arrr,https://github.com/darkwiiplayer/arrr,luarocks
aspect,https://github.com/unifire-app/aspect,luarocks
astar,github.com/reasonMix/a-star-algorithm,luarocks
async,github.com/bartbes/love-misc-libs,luarocks
async-framework,github.com/clementfarabet/async,luarocks
asyncio,https://github.com/qrmoon/asyncio-proto,luarocks
async.lua,https://github.com/sclu1034/async.lua,luarocks
async-utils,https://github.com/SirZenith/lua-async-utils,luarocks
atentu,https://gitlab.com/durrendal/Atentu,luarocks
atlas,https://git@github.com/mblayman/atlas,luarocks
atomas,https://github.com/Cvar1984/atomas,luarocks
au,github.com/ers35/au,luarocks
audiodataload,github.com/Richermans/audiodataload,luarocks
Aurora,https://github.com/kxmn/aurora,luarocks
autoblock,github.com/IvanVas/kong-autoblock-plugin,luarocks
autohydraz,github.com/daelvn/autohydraz,luarocks
avro,https://github.com/moteus/lua-avro,luarocks
away,https://github.com/thislight/away,luarocks
away-dataqueue,https://github.com/thislight/away-dataqueue,luarocks
away-luv,https://github.com/thislight/away-luv,luarocks
awesome-autostart,github.com/warptozero/awesome-autostart,luarocks
awesome-dovetail,github.com/jcrd/awesome-dovetail,luarocks
awesome-ez,github.com/jcrd/awesome-ez,luarocks
awesome-freedesktop,https://github.com/lcpz/awesome-freedesktop,luarocks
awesome-launch,github.com/jcrd/awesome-launch,luarocks
awesome-pulseaudio-widget,github.com/daskol/awesome-pulseaudio-widget,luarocks
awesome-viewport,github.com/jcrd/awesome-viewport,luarocks
awesomewm-autostart,github.com/doronbehar/awesome-autostart,luarocks
awestore,github.com/K4rakara/awestore,luarocks
babel,https://github.com/martin-damien/babel,luarocks
backup,https://github.com/mikhel1984/backup,luarocks
balance-tree,https://github.com/lalawue/balance-tree.lua/,luarocks
base2base,github.com/catwell/base2base,luarocks
base45,github.com/Neph-Oo/lua-base45,luarocks
base58,github.com/leafo/lua-base58,luarocks
base64,github.com/iskolbin/lbase64,luarocks
base64mix,https://github.com/mah0x211/lua-base64mix,luarocks
based,https://github.com/darkwiiplayer/based,luarocks
basedir,https://github.com/mah0x211/lua-basedir,luarocks
basename,https://github.com/mah0x211/lua-basename,luarocks
basexx,https://github.com/aiq/basexx,luarocks
basics,https://github.com/HeinrichHartmann/luabasics,luarocks
Battery Status,github.com/svarogg/battery_status,luarocks
BBCode,github.com/karai17/lua-bbcode,luarocks
bcrypt,github.com/mikejsavage/lua-bcrypt,luarocks
bcrypt-ffi,github.com/gas-buddy/lua-bcrypt-ffi,luarocks
beemovie,github.com/roosterchicken/beemovie-lua,luarocks
benchmarker,github.com/moznion/lua-benchmarker,luarocks
benchmark-ips,https://github.com/3scale/lua-benchmark-ips,luarocks
ber,github.com/aperezdc/lua-ber,luarocks
bgcrypto-aes,https://github.com/moteus/lua-bgcrypto-aes,luarocks
bgcrypto-hmac,https://github.com/moteus/lua-bgcrypto-sha,luarocks
bgcrypto-lmd5,https://github.com/moteus/lua-bgcrypto-sha,luarocks
bgcrypto-pbkdf2,https://github.com/moteus/lua-bgcrypto-sha,luarocks
bgcrypto-sha,https://github.com/moteus/lua-bgcrypto-sha,luarocks
bigint,github.com/JorjBauer/lua-bigint,luarocks
bin,github.com/rayaman/bin,luarocks
binaryheap,https://github.com/Tieske/binaryheap.lua,luarocks
binarystream,github.com/Tarik02/luarock-binarystream,luarocks
binser,github.com/bakpakin/binser,luarocks
bint,github.com/edubart/lua-bint,luarocks
bit,gitlab.com/gWOLF3/bitproxy,luarocks
bit32,https://github.com/keplerproject/lua-compat-5.3,luarocks
bitarray,https://github.com/cleoold/bitarray,luarocks
bitcoin,gitlab.com/gWOLF3/bitproxy,luarocks
Bitfield,"https://raw.github.com/JohnHind/Lua_Bitfield/""..tag..""/bitfield.c",luarocks
bitness,https://github.com/ignacio/bitness,luarocks
bitop-lua,https://github.com/AlberTajuelo/bitop-lua,luarocks
bitproxy,gitlab.com/gWOLF3/bitproxy,luarocks
bitser,github.com/gvx/bitser,luarocks
bitvec,https://github.com/mah0x211/lua-bitvec,luarocks
bkopenssl,github.com/bakpakin/lua-openssl,luarocks
bk-tree,https://github.com/profan/lua-bk-tree,luarocks
blackjack,github.com/swissChili/blackjack,luarocks
blacklist3,github.com/EdisonJunior/ring-resty-blacklist,luarocks
bling,github.com/BlingCorp/bling,luarocks
blitz-extensions,github.com/FernandoBatels/blitz-extensions-lua,luarocks
blowfish,github.com/leoagomes/lua-blowfish,luarocks
bme280,https://github.com/nubix-io/lua-bme280,luarocks
bolt,github.com/stefanak-michal/lua-neo4j,luarocks
bpf,github.com/iovisor/bcc,luarocks
bpfaas,https://github.com/bpfaas/sdk-lua,luarocks
brain,github.com/darkstalker/lua_brain,luarocks
brightness,github.com/xnaltasee/brightness.lua,luarocks
brigid,https://github.com/brigid-jp/brigid,luarocks
bufio,https://github.com/mah0x211/lua-bufio,luarocks
bump,github.com/kikito/bump.lua,luarocks
bump-3dpd,github.com/oniietzschan/bump-3dpd,luarocks
busted,github.com/Olivine-Labs/busted,luarocks
busted-ffi,github.com/Olivine-Labs/busted,luarocks
busted-htest,github.com/hishamhm/busted-htest,luarocks
busted-jsonl,github.com/eskerda/busted-jsonl,luarocks
busted_resty,github.com/Triple-Z/busted_resty,luarocks
busted-stable,https://github.com/kikito/busted-stable,luarocks
bustest,https://github.com/minetest-streets/bustest/,luarocks
butter,github.com/daelvn/butter,luarocks
c3,github.com/saucisson/lua-c3,luarocks
caas,https://github.com/alekmarinov/caas,luarocks
caffegraph,https://github.com/nhynes/caffegraph,luarocks
callbag,github.com/prabirshrestha/lua-callbag,luarocks
candran,https://github.com/Reuh/candran,luarocks
cards,github.com/olueiro/cards,luarocks
Caribay,github.com/gustavoaca1997/Caribay,luarocks
carrot,github.com/pouyanh/carrot,luarocks
casbin,github.com/casbin/lua-casbin,luarocks
cassandra,github.com/jbochi/lua-resty-cassandra,luarocks
Cassowary,github.com/sile-typesetter/cassowary.lua,luarocks
catchify,github.com/stein197/lua-catchify,luarocks
cbuf,https://github.com/lengbing/cbuf,luarocks
ccrunx,https://github.com/daelvn/ccrunx,luarocks
ccrunx-compose,github.com/daelvn/ccrunx-compose,luarocks
ccrunx-image,github.com/daelvn/ccrunx-image,luarocks
cctea,github.com/xpol/lua-cocos2d-x-xxtea,luarocks
cdata_table,github.com/suikabreaker/cdata-table,luarocks
cdb,github.com/istr/lua-cdb,luarocks
centreon-stream-connectors-lib,https://github.com/centreon/centreon-stream-connector-scripts,luarocks
centrilua,github.com/semcommunity/centrilua,luarocks
cfadmin,https://github.com/candymi/cfadmin,luarocks
cffi-lua,https://github.com/q66/cffi-lua,luarocks
cfg,github.com/mistrza/lua-cfg,luarocks
CGILua,github.com/keplerproject/cgilua,luarocks
chaboksms,github.com/Chaboksms/chaboksms-Lua,luarocks
chacha,github.com/catwell/lua-chacha,luarocks
chalk,github.com/Desvelao/chalk,luarocks
chameleon,https://github.com/Rorkh/chameleon,luarocks
chance,github.com/rangercyh/chance,luarocks
chars,github.com/monzita/chars,luarocks
chdir,https://github.com/mah0x211/lua-chdir,luarocks
checks,https://github.com/fab13n/checks/raw/master/checks-1.0-3.tar.gz,luarocks
chroma,github.com/ldrumm/lua-chroma,luarocks
chrome-devtools-client,github.com/clear-code/lua-chrome-devtools-client,luarocks
chronos,https://github.com/ldrumm/chronos,luarocks
cifar,github.com/pratikac/cifar,luarocks
cifar10,github.com/pedropgusmao/cifar10,luarocks
cipher-log,github.com/devikamehra/cipher-log,luarocks
circle,https://github.com/LBPHacker/lua-circle,luarocks
classic,https://github.com/emartech/classic,luarocks
classy,github.com/siffiejoe/lua-classy,luarocks
classyng,github.com/amsitlab/lua-classyng,luarocks
cldr,github.com/alerque/cldr-lua,luarocks
cli,github.com/gustavo-hms/cli,luarocks
cloud,gitlab.com/gWOLF3/bitproxy,luarocks
cloud_storage,github.com/leafo/cloud_storage,luarocks
cluacov,https://github.com/luarocks/cluacov,luarocks
c-lua-package,github.com/youxingx/c-lua-package,luarocks
clutch,github.com/akojo/clutch,luarocks
cmark,github.com/jgm/cmark-lua,luarocks
cmath,github.com/gregfjohnson/cmath,luarocks
cmft-base-kong,github.com/AnneXXB/cmft-kong,luarocks
cmft-kong,github.com/AnneXXB/cmft-kong,luarocks
co2,github.com/bartbes/co2,luarocks
codec,github.com/mah0x211/lua-codec,luarocks
color,https://github.com/andOrlando/color,luarocks
Colorise,github.com/Perkovec/colorise-lua,luarocks
colormap,github.com/JannerM/torch-colormap,luarocks
colyseus,github.com/gamestdio/colyseus.lua,luarocks
combine,github.com/AricHasting/combine,luarocks
commonmark,github.com/alerque/commonmark-lua,luarocks
compat52,https://github.com/hishamhm/lua-compat-5.2,luarocks
compat53,https://github.com/keplerproject/lua-compat-5.3,luarocks
comvita-kong-oidc,github.com/nokia/kong-oidc,luarocks
ConcurrentLua,https://github.com/lefcha/concurrentlua,luarocks
config-by-env,github.com/dream11/kong-config-by-env,luarocks
connman_dbus,github.com/stefano-m/lua-connman_dbus,luarocks
connman_widget,github.com/stefano-m/awesome-connman_widget,luarocks
contract,github.com/mrrogge/contract,luarocks
convert-charsets,https://gitlab.com/rychly/convert-charsets,luarocks
cookie,https://github.com/mah0x211/lua-cookie,luarocks
Copas,"https://github.com/""..github_account_name..""/""..github_repo_name..""",luarocks
Copas-Async,github.com/hishamhm/copas-async,luarocks
copas-ev,github.com/saucisson/lua-copas-ev,luarocks
CopasTimer,https://github.com/Tieske/CopasTimer,luarocks
corenlp,github.com/vzhong/corenlp.lua,luarocks
coro-http-luv,github.com/squeek502/coro-http-luv,luarocks
coronest,github.com/saucisson/lua-coronest,luarocks
corowatch,https://github.com/Tieske/corowatch,luarocks
Cosmo,github.com/mascarenhas/cosmo,luarocks
cosock,github.com/cosock/cosock,luarocks
cosrun,github.com/daelvn/cosrun,luarocks
coutil,https://github.com/renatomaia/coutil,luarocks
Coxpcall,github.com/keplerproject/coxpcall,luarocks
cpml,github.com/excessive/cpml,luarocks
cpml-ci,github.com/concreteinteractive/cpml,luarocks
cppjwt,https://github.com/abom/lua-cpp-jwt/issues/new,luarocks
cprint,github.com/siffiejoe/lua-cprint,luarocks
cputime,github.com/moznion/lua-cputime,luarocks
cpu-widget,https://github.com/streetturtle/awesome-wm-widgets/raw/rocks/cpu-widget/cpu-widget-0.1.tar.gz,luarocks
cqueues,https://github.com/wahern/cqueues,luarocks
cqueues-pgsql,github.com/daurnimator/cqueues-pgsql,luarocks
crayon,https://raw.githubusercontent.com/torrvision/crayon/7f2f96b6a44b6729cc0f5feae5d09df70b6eba19/client/lua/crayon.lua,luarocks
crc32,github.com/hjelmeland/luacrc32,luarocks
createtable,https://craigbarnes.gitlab.io/dist/lua-createtable/lua-createtable-0.2.tar.gz,luarocks
crimp,github.com/BBC-News/crimpua,luarocks
croissant,github.com/giann/croissant,luarocks
csv,github.com/geoffleyland/lua-csv,luarocks
csv2tensor,github.com/willkurt/csv2tensor,luarocks
ctc,https://github.com/ldrumm/lua-ctc,luarocks
ctrl-oidc-transformer,https://github.com/bparthu/ctrl-oidc-transformer/raw/master/ctrl-oidc-transformer-0.1.0.tar.gz,luarocks
cudnn,github.com/soumith/cudnn.torch,luarocks
cue,github.com/TheLinx/LuaCue,luarocks
cuid,github.com/marcoonroad/cuid,luarocks
culenn,github.com/anoidgit/culenn,luarocks
curves,https://gitlab.com/stdgregwar/sol-curves,luarocks
cutorch,github.com/torch/cutorch,luarocks
cv,github.com/VisionLabs/torch-opencv,luarocks
cw,github.com/rrthomas/cw,luarocks
cwbase,github.com/catwell/cw-lua,luarocks
cwnu-drcom,github.com/leetking/cwnu-drcom.lua,luarocks
cwtest,github.com/catwell/cwtest,luarocks
cx-gumbo,https://craigbarnes.gitlab.io/dist/lua-gumbo/lua-gumbo-0.4.tar.gz,luarocks
cyan,https://github.com/teal-language/cyan,luarocks
cyrussasl,https://github.com/JorjBauer/lua-cyrussasl,luarocks
dag-to-lua,github.com/api7/dag-to-lua,luarocks
darksidesync,https://github.com/Tieske/DarkSideSync,luarocks
darwin,github.com/mistrza/darwin,luarocks
data,gitlab.com/gWOLF3/bitproxy,luarocks
datafile,github.com/hishamhm/datafile,luarocks
dataframe,github.com/chuanwen/dataframe-lua,luarocks
date,"https://github.com/""..github_account_name..""/""..github_repo_name..""",luarocks
dbf,https://github.com/geoffleyland/lua-dbf,luarocks
dbhys-openresty-skywalking,github.com/dbhys/dbhys-openresty-skywalking,luarocks
dbus_proxy,github.com/stefano-m/lua-dbus_proxy,luarocks
dd-lua-tester,github.com/codeofnode/dd-lua-tester,luarocks
ddt,github.com/codeofnode/dd-lua-tester,luarocks
debugger,github.com/slembcke/debugger.lua,luarocks
debugkit,github.com/daelvn/debugkit,luarocks
debugkit-extra,github.com/daelvn/debugkit,luarocks
decide,github.com/emiruz/decide,luarocks
decomposition,github.com/iassael/torch7-decomposition,luarocks
dedlit,github.com/shakna-israel/dedlit,luarocks
deeptrace,https://github.com/raingloom/deeptrace,luarocks
delaunay,https://github.com/Yonaba/delaunay,luarocks
depgraph,github.com/mpeterv/depgraph,luarocks
deq,https://github.com/mah0x211/lua-deq,luarocks
deque,github.com/freshtacos/lua-deque,luarocks
dev-roshangeorge-ljsonschema,github.com/roshan/dev-roshangeorge-ljsonschema,luarocks
dialplan,github.com/antirek/lua-dialplan,luarocks
dickens7-snowflake,github.com/dickens7/lua-snowflake,luarocks
digestif,github.com/astoff/digestif,luarocks
digiprime-jwt,github.com/hhy5861/digiprime-jwt,luarocks
dirname,https://github.com/mah0x211/lua-dirname,luarocks
discount,https://craigbarnes.gitlab.io/dist/lua-discount/lua-discount-0.4.tar.gz,luarocks
diskOP,github.com/aryajur/diskOP,luarocks
DisLua,https://github.com/FishLake-Scripts/DisLua,luarocks
dns,https://github.com/Mashape/dns.lua,luarocks
doccotest,github.com/saucisson/lua-doccotest,luarocks
docroc,github.com/vzhong/docroc,luarocks
dotty,github.com/aperezdc/lua-dotty,luarocks
dr.msgpuck,https://github.com/dr-co/lua-msgpuck,luarocks
dromozoa-amalgamate,https://github.com/dromozoa/dromozoa-amalgamate,luarocks
dromozoa-calendar,https://github.com/dromozoa/dromozoa-calendar,luarocks
dromozoa-chunk,https://github.com/dromozoa/dromozoa-chunk,luarocks
dromozoa-commons,https://github.com/dromozoa/dromozoa-commons,luarocks
dromozoa-compiler,https://github.com/dromozoa/dromozoa-compiler,luarocks
dromozoa-curl,https://github.com/dromozoa/dromozoa-curl,luarocks
dromozoa-dom,https://github.com/dromozoa/dromozoa-dom,luarocks
dromozoa-dyld,https://github.com/dromozoa/dromozoa-dyld,luarocks
dromozoa-fuse,https://github.com/dromozoa/dromozoa-fuse,luarocks
dromozoa-future,https://github.com/dromozoa/dromozoa-future,luarocks
dromozoa-graph,https://github.com/dromozoa/dromozoa-graph,luarocks
dromozoa-http,https://github.com/dromozoa/dromozoa-http,luarocks
dromozoa-image,https://github.com/dromozoa/dromozoa-image,luarocks
dromozoa-jpeg,https://github.com/dromozoa/dromozoa-jpeg,luarocks
dromozoa-json,https://github.com/dromozoa/dromozoa-json,luarocks
dromozoa-lambda,https://github.com/dromozoa/dromozoa-lambda,luarocks
dromozoa-multi,https://github.com/dromozoa/dromozoa-multi,luarocks
dromozoa-parser,https://github.com/dromozoa/dromozoa-parser,luarocks
dromozoa-png,https://github.com/dromozoa/dromozoa-png,luarocks
dromozoa-primitives,https://github.com/dromozoa/dromozoa-primitives,luarocks
dromozoa-prl,https://github.com/dromozoa/dromozoa-prl,luarocks
dromozoa-regexp,https://github.com/dromozoa/dromozoa-regexp,luarocks
dromozoa-serializer,https://github.com/dromozoa/dromozoa-serializer,luarocks
dromozoa-shlex,https://github.com/dromozoa/dromozoa-shlex,luarocks
dromozoa-socks,https://github.com/dromozoa/dromozoa-socks,luarocks
dromozoa-sqlite3,https://github.com/dromozoa/dromozoa-sqlite3,luarocks
dromozoa-tree,https://github.com/dromozoa/dromozoa-tree,luarocks
dromozoa-ubench,https://github.com/dromozoa/dromozoa-ubench,luarocks
dromozoa-unix,https://github.com/dromozoa/dromozoa-unix,luarocks
dromozoa-utf8,https://github.com/dromozoa/dromozoa-utf8,luarocks
dromozoa-vecmath,https://github.com/dromozoa/dromozoa-vecmath,luarocks
dromozoa-xml,https://github.com/dromozoa/dromozoa-xml,luarocks
dromozoa-zmq,https://github.com/dromozoa/dromozoa-zmq,luarocks
dr.tap,https://github.com/dr-co/lua-tap,luarocks
drylib,github.com/dryproject/drylib.lua,luarocks
dtracing,https://git@gitlab.com/skilledboy/dtracing,luarocks
du-bundler,github.com/1337joe/du-bundler,luarocks
DumbLuaParser,https://github.com/ReFreezed/DumbLuaParser/issues,luarocks
du-mocks,https://github.com/1337joe/du-mocks,luarocks
dump,https://github.com/mah0x211/lua-dump,luarocks
dumper,github.com/edubart/lua-dumper,luarocks
eagle-lua-package,github.com/eagleyinfz/eagle-lua-package,luarocks
eansi,github.com/smi11/eansi-lua,luarocks
eaw-abstraction-layer,github.com/SvenMarcus/eaw-abstraction-layer,luarocks
Eccles,github.com/TomBebbington/eccles,luarocks
editorconfig-core,https://github.com/editorconfig/editorconfig-core-lua,luarocks
eff,github.com/Nymphium/eff.lua,luarocks
effil,gitrec+http://github.com/effil/effil,luarocks
eja,https://github.com/eja/eja,luarocks
elasticsearch,github.com/DhavalKapil/elasticsearch-lua,luarocks
elasticsearch-lua,github.com/PowerDNS/elasticsearch-lua,luarocks
elfs,github.com/Xe/elfs,luarocks
elfutils,https://github.com/zwizwa/elfutils-lua,luarocks
ELProfiler,github.com/ImagicTheCat/ELProfiler,luarocks
ELScheduler,github.com/ImagicTheCat/ELScheduler,luarocks
EMDCriterion,github.com/MartinezTorres/EMDCriterion,luarocks
emitter,github.com/aleclarson/lua-emitter,luarocks
emma,https://github.com/rnewton/emma,luarocks
emoji,https://github.com/kitsunies/emoji.lua,luarocks
emoji-clock,https://github.com/fralonra/lua-emoji-clock,luarocks
empty-params-blocker,https://gitlab.com/fslhome-public/kong-plugins/empty-params-blocker/uploads/3bc621a89aecaffccf9f6186ae67376f/empty-params-blocker-0.1.tar.gz,luarocks
endel-struct,github.com/endel/lua-struct,luarocks
enet,github.com/leafo/lua-enet,luarocks
enum,github.com/stefano-m/lua-enum,luarocks
environ,https://github.com/moteus/lua-environ,luarocks
erento-LUA-RFC-4122-UUID-Generator,github.com/erento/LUA-RFC-4122-UUID-Generator,luarocks
ergonomic_seed,github.com/StephenCathcart/ergonomic-seed,luarocks
errno,https://github.com/mah0x211/lua-errno,luarocks
Escher,github.com/emartech/escher-lua,luarocks
esk-lua-resty-auto-ssl,github.com/eskimi/lua-resty-auto-ssl,luarocks
etcd,https://github.com/anibali/etcd.lua,luarocks
etlua,github.com/leafo/etlua,luarocks
evdev,github.com/Tangent128/lua-evdev,luarocks
eventbus,github.com/prabirshrestha/lua-eventbus,luarocks
EventEmitter,https://github.com/moteus/lua-EventEmitter,luarocks
exaerror,https://github.com/exasol/error-reporting-lua/issues,luarocks
exec,https://github.com/mah0x211/lua-exec,luarocks
expadom,"https://github.com/""..github_account_name..""/""..github_repo_name..""",luarocks
expirationd,github.com/wprayudo/expirationd,luarocks
external-auth,github.com/aunkenlabs/kong-external-auth,luarocks
external-oauth,github.com/mogui/kong-external-oauth,luarocks
external-oauth2,https://github.com/jackong/kong-external-oauth,luarocks
external-oauth3,github.com/kkbob/kong-external-oauth,luarocks
external-oid,https://github.com/lomori/external-oid/blob/master/external-oid-1.0-3.tar.gz?raw=true,luarocks
extname,https://github.com/mah0x211/lua-extname,luarocks
ext-plugin-proto,github.com/api7/ext-plugin-proto,luarocks
f,github.com/Desvelao/f,luarocks
fa-icons-4,https://gitlab.com/THE-FYP/lua-fa-icons-4,luarocks
fakeredis,github.com/catwell/fakeredis,luarocks
Faketorio,github.com/JonasJurczok/Faketorio,luarocks
families,github.com/marcoonroad/families,luarocks
farbig,https://github.com/Nooo37/farbig,luarocks
fat_error,https://github.com/henry4k/fat_error,luarocks
fbtorch,github.com/facebook/fbtorch,luarocks
fcgi,github.com/mikejsavage/lua-fcgi,luarocks
feedparser,https://github.com/slact/lua-feedparser,luarocks
fennel,github.com/bakpakin/Fennel,luarocks
fennel_rblx,github.com/glinesbdev/fennel-rblx,luarocks
ffi-bzlib,https://github.com/lalawue/ffi-bzlib,luarocks
ffiex,github.com/umegaya/ffiex,luarocks
ffi-hyperparser,https://github.com/lalawue/ffi-hyperparser,luarocks
fhirformats,github.com/vadi2/fhir-formats,luarocks
fiber,https://github.com/qrmoon/fiber,luarocks
fifo,github.com/daurnimator/fifo.lua,luarocks
Filament,github.com/Guard13007/Filament,luarocks
filekit,github.com/daelvn/filekit,luarocks
fi-luajit,github.com/nyfair/fi-luajit,luarocks
finally,github.com/siffiejoe/lua-finally,luarocks
finita,github.com/NickFlexer/finita,luarocks
fir,github.com/daelvn/fir,luarocks
firebase,github.com/rokf/lua-firebase,luarocks
flatbuffers-lib,github.com/fs7744/lua-flatbuffers-lib,luarocks
flatfile,github.com/ptbrown/flatfile-lua,luarocks
flirt,github.com/Alloyed/flirt,luarocks
flomesh-kong-plugin-session,github.com/polaristech-io/flomesh-kong-plugin-session,luarocks
flomesh-lua-resty-healthcheck,github.com/polaristech-io/lua-resty-healthcheck,luarocks
flomesh-lua-resty-kafka,github.com/polaristech-io/flomesh-lua-resty-kafka,luarocks
flos,https://github.com/siesta-project/flos,luarocks
fltk4lua,gitrec+https://github.com/siffiejoe/lua-fltk4lua,luarocks
f.lua,github.com/shakna-israel/f.lua,luarocks
fluent,github.com/alerque/fluent-lua,luarocks
flvk,github.com/iZarif/flvk,luarocks
fly-bgcrypto-pbkdf2,https://github.com/superfly/lua-bgcrypto-sha,luarocks
fly-bgcrypto-sha,https://github.com/superfly/lua-bgcrypto-sha,luarocks
fmtstr,github.com/zgww/fmtstr,luarocks
forget,https://github.com/raingloom/forget,luarocks
fork3-sc-lua-resty-auto-ssl,github.com/sweet-greg/lua-resty-auto-ssl,luarocks
forma,github.com/nhartland/forma,luarocks
fourmi,github.com/giann/fourmi,luarocks
fr,github.com/aiverson/frlua,luarocks
fsm,github.com/unindented/lua-fsm,luarocks
fsrouter,https://github.com/mah0x211/lua-fsrouter,luarocks
fss,github.com/LighghtEeloo/fss,luarocks
fstat,https://github.com/mah0x211/lua-fstat,luarocks
f-strings,github.com/hishamhm/f-strings,luarocks
ftcsv,github.com/FourierTransformer/ftcsv,luarocks
ftp,https://github.com/moteus/lua-ftp,luarocks
fullscript-kong-oidc,github.com/Fullscript/kong-oidc,luarocks
fun,https://github.com/luafun/luafun,luarocks
fun-alloyed,github.com/rtsisyk/luafun,luarocks
functional,github.com/wqferr/functional,luarocks
fusionscript,github.com/RyanSquared/fusionscript,luarocks
fx,github.com/siffiejoe/lua-fx,luarocks
fzy,github.com/swarn/fzy-lua,luarocks
GalconModsLib,github.com/tinnytime/GalconModsLib,luarocks
game-tools,https://github.com/DeybisMelendez/game-tools,luarocks
gbk,github.com/starwing/luagbk,luarocks
__gc,github.com/katlogic/__gc,luarocks
gcfn,https://github.com/mah0x211/lua-gcfn,luarocks
Gear,github.com/basiliscos/lua-gear,luarocks
geezifylua,github.com/yilkalargaw/geezify-lua,luarocks
genesi-password,https://github.com/TiagoDanin/GenesiPassword,luarocks
genny,github.com/bartbes/genny,luarocks
geo,github.com/mah0x211/lua-geo,luarocks
geoip2,github.com/chensoft/lua-geoip2,luarocks
geometry2d,https://github.com/geoffleyland/lua-geometry2d,luarocks
gerar_cpf_cnpj,https://github.com/lsevero/gerar_cpf_cnpj,luarocks
getcwd,https://github.com/mah0x211/lua-getcwd,luarocks
getenv,https://github.com/mah0x211/lua-getenv,luarocks
getopt,github.com/JorjBauer/lua-getopt,luarocks
getsize,github.com/siffiejoe/lua-getsize,luarocks
ggram,https://github.com/TRIGONIM/ggram,luarocks
ghl-lua-auto-ssl,github.com/GoHighLevel/lua-resty-auto-ssl,luarocks
ghl-lua-resty-auto-ssl,github.com/GoHighLevel/lua-resty-auto-ssl,luarocks
gh-md-toc,github.com/jonathanpoelen/gh-md-toc,luarocks
gifine,https://github.com/leafo/gifine,luarocks
giflib,github.com/leafo/giflib,luarocks
gimlet-cocktail,github.com/losinggeneration/gimlet,luarocks
gimlet-render,github.com/losinggeneration/gimlet-render,luarocks
Gimple,github.com/therainingmonkey/gimple,luarocks
gin,github.com/paragasu/gin,luarocks
github,github.com/lusis/lua-github,luarocks
gleam-lua,github.com/chrislusf/gleam,luarocks
glfw,https://github.com/starwing/lua-nanovg,luarocks
